Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
471.0,Moritz Wagner,28.0,ORL,C,3.0,0.0,39.0,0.588,0.7,0.429,0.676,1.0,0.738,0.353,0.412,125.0,128.0,119.0,124.0,127.0,127.0,132.0,99.0,4.5,6.2,
472.0,Trey Jemison,26.0,NYK,C,6.0,0.0,38.0,1.0,1.0,,1.0,1.0,1.017,0.333,0.0,213.0,183.0,,184.0,127.0,175.0,125.0,0.0,2.7,3.0,
473.0,E.J. Liddell,25.0,BRK,PF,8.0,0.0,35.0,0.417,0.75,0.25,0.5,0.667,0.526,0.25,0.667,89.0,137.0,70.0,92.0,85.0,91.0,93.0,161.0,-1.0,-1.5,
474.0,Ron Harper Jr.,25.0,BOS,SF,7.0,0.0,35.0,0.313,0.5,0.25,0.406,,0.406,0.0,0.75,67.0,91.0,70.0,75.0,,70.0,0.0,181.0,-4.4,-5.6,
475.0,Tyson Etienne,26.0,BRK,PG,8.0,0.0,34.0,0.267,0.0,0.308,0.4,,0.4,0.0,0.867,57.0,0.0,86.0,74.0,,69.0,0.0,209.0,-4.3,-5.4,
476.0,Mac McClung,27.0,IND,SG,3.0,0.0,34.0,0.389,0.625,0.2,0.444,0.75,0.481,0.222,0.556,83.0,114.0,56.0,82.0,95.0,83.0,83.0,134.0,-3.6,-3.9,
477.0,Garrett Temple,39.0,TOR,SG,12.0,0.0,33.0,0.143,0.0,0.2,0.214,0.5,0.254,0.286,0.714,30.0,0.0,56.0,39.0,64.0,44.0,107.0,172.0,-4.6,-5.1,
478.0,Emanuel Miller,25.0,CHI,PF,5.0,0.0,33.0,0.462,0.571,0.333,0.538,0.5,0.54,0.154,0.462,98.0,104.0,93.0,99.0,64.0,93.0,57.0,111.0,-0.1,-1.1,
479.0,Jahmyl Telfort,24.0,LAC,PF,8.0,0.0,32.0,0.0,,0.0,0.0,0.25,0.087,1.0,1.0,0.0,,0.0,0.0,32.0,15.0,374.0,241.0,-4.3,-5.7,
480.0,Seth Curry,35.0,GSW,SG,2.0,0.0,32.0,0.667,0.8,0.5,0.778,,0.778,0.0,0.444,142.0,146.0,139.0,143.0,,134.0,0.0,107.0,4.2,3.6,
481.0,Curtis Jones,24.0,DEN,SG,6.0,0.0,31.0,0.286,0.6,0.111,0.321,,0.321,0.0,0.643,61.0,110.0,31.0,59.0,,55.0,0.0,155.0,-6.2,-7.3,
482.0,Charles Bassey,25.0,MEM,C,2.0,0.0,31.0,0.375,0.375,,0.375,0.333,0.376,0.375,0.0,80.0,69.0,,69.0,42.0,65.0,140.0,0.0,-2.7,-3.8,
483.0,Hunter Sallis,22.0,PHI,SG,7.0,0.0,26.0,0.6,0.6,,0.6,0.5,0.595,0.4,0.0,128.0,110.0,,110.0,64.0,103.0,149.0,0.0,0.6,0.2,
484.0,Mark Sears,23.0,MIL,PG,7.0,0.0,26.0,0.462,0.4,0.5,0.615,0.75,0.666,0.615,0.615,98.0,73.0,139.0,113.0,95.0,115.0,230.0,148.0,1.9,2.8,
485.0,Jahmai Mashack,23.0,MEM,SG,7.0,0.0,25.0,0.25,0.0,0.333,0.375,,0.375,0.0,0.75,53.0,0.0,93.0,69.0,,65.0,0.0,181.0,-2.7,-3.3,
486.0,Orlando Robinson,25.0,ORL,C,4.0,1.0,25.0,0.6,0.667,0.5,0.7,,0.7,0.0,0.4,128.0,122.0,139.0,129.0,,121.0,0.0,97.0,1.6,1.2,
487.0,Jahmir Young,25.0,MIA,PG,5.0,0.0,24.0,0.364,0.333,0.4,0.455,,0.455,0.0,0.455,77.0,61.0,111.0,84.0,,78.0,0.0,110.0,-2.0,-2.8,
488.0,DeAndre Jordan,37.0,NOP,C,2.0,1.0,23.0,0.8,0.8,,0.8,0.5,0.765,0.4,0.0,170.0,146.0,,147.0,64.0,132.0,149.0,0.0,2.6,2.2,
489.0,TyTy Washington Jr.,24.0,LAC,PG,2.0,0.0,22.0,0.667,0.8,0.5,0.778,,0.778,0.0,0.444,142.0,146.0,139.0,143.0,,134.0,0.0,107.0,4.2,3.6,
490.0,Brandon Clarke,29.0,MEM,PF,2.0,2.0,20.0,0.333,0.333,,0.333,0.5,0.372,0.444,0.0,71.0,61.0,,61.0,64.0,64.0,166.0,0.0,-3.8,-4.5,
491.0,Isaac Jones,25.0,2TM,PF,4.0,1.0,18.0,0.5,1.0,0.0,0.5,0.5,0.512,0.5,0.5,107.0,183.0,0.0,92.0,64.0,88.0,187.0,121.0,-0.4,-0.6,
491.0,Isaac Jones,25.0,SAC,PF,3.0,1.0,17.0,0.5,1.0,0.0,0.5,0.5,0.521,1.0,0.5,107.0,183.0,0.0,92.0,64.0,90.0,374.0,121.0,-0.2,-0.3,
491.0,Isaac Jones,25.0,DET,PF,1.0,0.0,1.0,0.5,1.0,0.0,0.5,,0.5,0.0,0.5,107.0,183.0,0.0,92.0,,86.0,0.0,121.0,-0.2,-0.3,
492.0,Jacob Toppin,25.0,ATL,SF,5.0,0.0,17.0,0.667,0.667,,0.667,,0.667,0.0,0.0,142.0,122.0,,123.0,,115.0,0.0,0.0,1.5,1.0,
493.0,Chris Livingston,22.0,CLE,SF,3.0,0.0,17.0,0.571,1.0,0.0,0.571,1.0,0.605,0.143,0.429,122.0,183.0,0.0,105.0,127.0,104.0,53.0,103.0,0.4,0.4,
494.0,N'Faly Dante,24.0,ATL,C,4.0,0.0,15.0,0.25,0.25,,0.25,1.0,0.338,0.25,0.0,53.0,46.0,,46.0,127.0,58.0,93.0,0.0,-2.3,-2.2,
495.0,Oscar Tshiebwe,26.0,UTA,C,1.0,0.0,15.0,0.25,0.25,,0.25,0.0,0.225,0.25,0.0,53.0,46.0,,46.0,0.0,39.0,93.0,0.0,-2.3,-3.2,
496.0,Chris Ma̱on,24.0,LAL,SG,4.0,0.0,14.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,241.0,-1.1,-1.2,
497.0,Daeqwon Plowden,27.0,SAC,SG,1.0,0.0,14.0,0.2,0.5,0.0,0.2,,0.2,0.0,0.6,43.0,91.0,0.0,37.0,,34.0,0.0,145.0,-3.4,-3.8,
498.0,Chucky Hepburn,22.0,TOR,PG,2.0,0.0,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.833,0.0,0.0,0.0,0.0,,0.0,0.0,201.0,-6.5,-7.0,
499.0,Harrison Ingram,23.0,SAS,SF,3.0,0.0,11.0,0.667,0.5,1.0,0.833,,0.833,0.0,0.333,142.0,91.0,278.0,153.0,,144.0,0.0,80.0,1.7,1.5,
500.0,Sharife Cooper,24.0,WAS,PG,4.0,0.0,10.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,241.0,-1.1,-1.2,
501.0,Tosan Evbuomwan,24.0,NYK,SF,5.0,0.0,8.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2,
502.0,Riley Minix,25.0,SAS,SF,3.0,0.0,8.0,0.667,1.0,0.333,0.75,,0.75,0.0,0.5,142.0,183.0,93.0,138.0,,129.0,0.0,121.0,2.5,2.0,
503.0,Koby Brea,23.0,PHO,SG,2.0,0.0,8.0,0.333,1.0,0.0,0.333,1.0,0.515,0.667,0.667,71.0,183.0,0.0,61.0,127.0,89.0,249.0,161.0,-1.3,-0.5,
504.0,Colby Jones,23.0,DET,SG,1.0,0.0,7.0,0.333,1.0,0.0,0.333,,0.333,0.0,0.667,71.0,183.0,0.0,61.0,,57.0,0.0,161.0,-1.3,-1.5,
505.0,Mo Bamba,27.0,TOR,C,2.0,0.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-2.2,-2.3,
506.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.667,0.0,0.0,0.0,0.0,,0.0,0.0,161.0,-3.3,-3.5,
507.0,Trentyn Flowers,20.0,CHI,SF,2.0,0.0,6.0,0.667,1.0,0.0,0.667,,0.667,0.0,0.333,142.0,183.0,0.0,123.0,,115.0,0.0,80.0,0.7,0.5,
508.0,Isaiah Crawford,24.0,HOU,SF,2.0,0.0,5.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,241.0,-1.1,-1.2,
509.0,LJ Cryer,24.0,GSW,PG,2.0,0.0,5.0,0.333,0.0,0.5,0.5,,0.5,0.0,0.667,71.0,0.0,139.0,92.0,,86.0,0.0,161.0,-0.3,-0.5,
510.0,Malevy Leons,26.0,GSW,SF,2.0,0.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2,
511.0,Patrick Baldwin Jr.,23.0,LAC,SF,1.0,0.0,5.0,0.0,,0.0,0.0,1.0,0.532,2.0,1.0,0.0,,0.0,0.0,127.0,92.0,747.0,241.0,-1.1,-0.2,
512.0,Hunter Dickinson,25.0,NOP,C,1.0,0.0,5.0,0.5,0.5,,0.5,,0.5,0.0,0.0,107.0,91.0,,92.0,,86.0,0.0,0.0,-0.2,-0.3,
513.0,Vladislav Goldin,24.0,MIA,C,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0.0,0.0,
,League Average,,,,,,,0.469,0.547,0.359,0.544,0.786,0.581,0.268,0.415,,,,,,,,,,,
